Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2015,Knockout round,Saputo Stadium,2015-10-29,Montreal Impact,3,0,Toronto FC,Montreal Impact
2015,Conference Semifinals,Saputo Stadium,2015-11-01,Montreal Impact,2,1,Columbus Crew,Montreal Impact
2015,Conference Semifinals,Robert F. Kennedy Memorial Stadium,2015-11-01,D.C. United,0,1,NY Red Bulls,NY Red Bulls
2015,Conference Semifinals,CenturyLink Field,2015-11-01,Seattle,2,1,FC Dallas,Seattle
2015,Conference Semifinals,Providence Park,2015-11-01,Portland Timbers,0,0,Vancouver,
2015,Conference Semifinals,Red Bull Arena,2015-11-08,NY Red Bulls,1,0,D.C. United,NY Red Bulls
2015,Conference Semifinals,BC Place,2015-11-08,Vancouver,0,2,Portland Timbers,Portland Timbers
2015,Conference Semifinals,Toyota Stadium,2015-11-08,FC Dallas,2,1,Seattle,FC Dallas
2015,Conference Semifinals,MAPFRE Stadium,2015-11-08,Columbus Crew,3,1,Montreal Impact,Columbus Crew
2015,Conference Finals,Providence Park,2015-11-22,Portland Timbers,3,1,FC Dallas,Portland Timbers
2015,Conference Finals,MAPFRE Stadium,2015-11-22,Columbus Crew,2,0,NY Red Bulls,Columbus Crew
2015,Conference Finals,Toyota Stadium,2015-11-29,FC Dallas,2,2,Portland Timbers,
2015,Conference Finals,Red Bull Arena,2015-11-29,NY Red Bulls,1,0,Columbus Crew,NY Red Bulls
2015,MLS Cup 2015,MAPFRE Stadium,2015-12-06,Columbus Crew,1,2,Portland Timbers,Portland Timbers
2016,Regular Season,Providence Park,2016-03-06,Portland Timbers,2,1,Columbus Crew,Portland Timbers
2016,Regular Season,BBVA Compass Stadium,2016-03-06,Houston Dynamo,3,3,New England,
2016,Regular Season,Avaya Stadium,2016-03-06,San Jose,1,0,Colorado Rapids,San Jose
2016,Regular Season,Toyota Stadium,2016-03-06,FC Dallas,2,0,Philadelphia,FC Dallas
2016,Regular Season,SeatGeek Stadium,2016-03-06,Chicago Fire,3,4,NYCFC,NYCFC
2016,Regular Season,Red Bull Arena,2016-03-06,NY Red Bulls,0,2,Toronto FC,Toronto FC
2016,Regular Season,BC Place,2016-03-06,Vancouver,2,3,Montreal Impact,Montreal Impact
2016,Regular Season,Dignity Health Sports Park,2016-03-06,LA Galaxy,4,1,D.C. United,LA Galaxy
2016,Regular Season,CenturyLink Field,2016-03-06,Seattle,0,1,Sporting KC,Sporting KC
2016,Regular Season,Camping World Stadium,2016-03-06,Orlando City,2,2,Real Salt Lake,
2016,Regular Season,Camping World Stadium,2016-03-11,Orlando City,1,1,Chicago Fire,
2016,Regular Season,Olympic Stadium,2016-03-12,Montreal Impact,3,0,NY Red Bulls,Montreal Impact
2016,Regular Season,Gillette Stadium,2016-03-12,New England,0,0,D.C. United,
2016,Regular Season,Rio Tinto Stadium,2016-03-12,Real Salt Lake,2,1,Seattle,Real Salt Lake
2016,Regular Season,Children's Mercy Park,2016-03-12,Sporting KC,2,1,Vancouver,Sporting KC
2016,Regular Season,BBVA Compass Stadium,2016-03-12,Houston Dynamo,5,0,FC Dallas,Houston Dynamo
2016,Regular Season,MAPFRE Stadium,2016-03-12,Columbus Crew,1,2,Philadelphia,Philadelphia
2016,Regular Season,Dick's Sporting Goods Park,2016-03-12,Colorado Rapids,1,0,LA Galaxy,Colorado Rapids
2016,Regular Season,Avaya Stadium,2016-03-13,San Jose,2,1,Portland Timbers,San Jose
2016,Regular Season,Yankee Stadium,2016-03-13,NYCFC,2,2,Toronto FC,
2016,Regular Season,Yankee Stadium,2016-03-18,NYCFC,0,1,Orlando City,Orlando City
2016,Regular Season,CenturyLink Field,2016-03-19,Seattle,1,2,Vancouver,Vancouver
2016,Regular Season,Toyota Stadium,2016-03-19,FC Dallas,2,0,Montreal Impact,FC Dallas
2016,Regular Season,SeatGeek Stadium,2016-03-19,Chicago Fire,0,0,Columbus Crew,
2016,Regular Season,Dignity Health Sports Park,2016-03-19,LA Galaxy,3,1,San Jose,LA Galaxy
2016,Regular Season,Red Bull Arena,2016-03-19,NY Red Bulls,4,3,Houston Dynamo,NY Red Bulls
2016,Regular Season,Providence Park,2016-03-19,Portland Timbers,2,2,Real Salt Lake,
2016,Regular Season,Subaru Park,2016-03-20,Philadelphia,3,0,New England,Philadelphia
2016,Regular Season,Robert F. Kennedy Memorial Stadium,2016-03-20,D.C. United,1,1,Colorado Rapids,
2016,Regular Season,Children's Mercy Park,2016-03-20,Sporting KC,1,0,Toronto FC,Sporting KC
2016,Regular Season,Yankee Stadium,2016-03-26,NYCFC,1,1,New England,
2016,Regular Season,BC Place,2016-03-26,Vancouver,1,0,Houston Dynamo,Vancouver
2016,Regular Season,Robert F. Kennedy Memorial Stadium,2016-03-26,D.C. United,0,3,FC Dallas,FC Dallas
2016,Regular Season,Gillette Stadium,2016-04-01,New England,1,0,NY Red Bulls,New England
2016,Regular Season,SeatGeek Stadium,2016-04-02,Chicago Fire,1,0,Philadelphia,Chicago Fire
2016,Regular Season,CenturyLink Field,2016-04-02,Seattle,1,0,Montreal Impact,Seattle
2016,Regular Season,BC Place,2016-04-02,Vancouver,0,0,LA Galaxy,
2016,Regular Season,Dick's Sporting Goods Park,2016-04-02,Colorado Rapids,1,0,Toronto FC,Colorado Rapids
2016,Regular Season,Children's Mercy Park,2016-04-02,Sporting KC,1,2,Real Salt Lake,Real Salt Lake
2016,Regular Season,Avaya Stadium,2016-04-02,San Jose,1,1,D.C. United,
2016,Regular Season,Toyota Stadium,2016-04-02,FC Dallas,1,1,Columbus Crew,
2016,Regular Season,Camping World Stadium,2016-04-03,Orlando City,4,1,Portland Timbers,Orlando City
2016,Regular Season,Subaru Park,2016-04-08,Philadelphia,2,1,Orlando City,Philadelphia
2016,Regular Season,Rio Tinto Stadium,2016-04-09,Real Salt Lake,1,0,Colorado Rapids,Real Salt Lake
2016,Regular Season,Robert F. Kennedy Memorial Stadium,2016-04-09,D.C. United,4,0,Vancouver,D.C. United
2016,Regular Season,Olympic Stadium,2016-04-09,Montreal Impact,2,0,Columbus Crew,Montreal Impact
2016,Regular Season,Red Bull Arena,2016-04-09,NY Red Bulls,0,2,Sporting KC,Sporting KC
2016,Regular Season,Gillette Stadium,2016-04-09,New England,1,1,Toronto FC,
2016,Regular Season,Toyota Stadium,2016-04-09,FC Dallas,2,2,San Jose,
2016,Regular Season,BBVA Compass Stadium,2016-04-10,Houston Dynamo,1,1,Seattle,
2016,Regular Season,Yankee Stadium,2016-04-10,NYCFC,0,0,Chicago Fire,
2016,Regular Season,Dignity Health Sports Park,2016-04-10,LA Galaxy,1,1,Portland Timbers,
2016,Regular Season,Providence Park,2016-04-13,Portland Timbers,1,3,FC Dallas,FC Dallas
2016,Regular Season,Children's Mercy Park,2016-04-13,Sporting KC,1,2,Colorado Rapids,Colorado Rapids
2016,Regular Season,Avaya Stadium,2016-04-13,San Jose,2,0,NY Red Bulls,San Jose
2016,Regular Season,BBVA Compass Stadium,2016-04-15,Houston Dynamo,1,4,LA Galaxy,LA Galaxy
2016,Regular Season,SeatGeek Stadium,2016-04-16,Chicago Fire,1,2,Montreal Impact,Montreal Impact
2016,Regular Season,Providence Park,2016-04-16,Portland Timbers,3,1,San Jose,Portland Timbers
2016,Regular Season,Rio Tinto Stadium,2016-04-16,Real Salt Lake,1,0,Vancouver,Real Salt Lake
2016,Regular Season,MAPFRE Stadium,2016-04-16,Columbus Crew,3,2,NYCFC,Columbus Crew
2016,Regular Season,CenturyLink Field,2016-04-16,Seattle,2,1,Philadelphia,Seattle
2016,Regular Season,Dick's Sporting Goods Park,2016-04-16,Colorado Rapids,2,1,NY Red Bulls,Colorado Rapids
