,Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
0,1996.0,Regular Season,CEFCU Stadium,1996-04-06,SJ,1.0,0.0,DC,SJ
1,1996.0,Regular Season,Rose Bowl,1996-04-13,LA,2.0,1.0,RBNY,LA
2,1996.0,Regular Season,Houlihan's Stadium,1996-04-13,TB,3.0,2.0,NE,TB
3,1996.0,Regular Season,Arrowhead Stadium,1996-04-13,SKC,3.0,0.0,COL,SKC
4,1996.0,Regular Season,Ohio Stadium,1996-04-13,CLB,4.0,0.0,DC,CLB
5,1996.0,Regular Season,Cotton Bowl,1996-04-14,DAL,0.0,0.0,SJ,DAL
6,1996.0,Regular Season,Cotton Bowl,1996-04-18,DAL,3.0,0.0,SKC,DAL
7,1996.0,Regular Season,Ohio Stadium,1996-04-20,CLB,1.0,2.0,TB,TB
8,1996.0,Regular Season,Giants Stadium,1996-04-20,RBNY,0.0,1.0,NE,NE
9,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-04-20,DC,1.0,2.0,LA,LA
10,1996.0,Regular Season,CEFCU Stadium,1996-04-21,SJ,2.0,2.0,SKC,SKC
11,1996.0,Regular Season,Mile High Stadium,1996-04-21,COL,3.0,1.0,DAL,COL
12,1996.0,Regular Season,Foxboro Stadium,1996-04-27,NE,1.0,1.0,DC,NE
13,1996.0,Regular Season,Giants Stadium,1996-04-27,RBNY,0.0,2.0,CLB,CLB
14,1996.0,Regular Season,Houlihan's Stadium,1996-04-28,TB,1.0,2.0,DAL,DAL
15,1996.0,Regular Season,Rose Bowl,1996-04-28,LA,2.0,1.0,SJ,LA
16,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-05-01,DC,3.0,1.0,DAL,DC
17,1996.0,Regular Season,Arrowhead Stadium,1996-05-02,SKC,6.0,4.0,CLB,SKC
18,1996.0,Regular Season,Giants Stadium,1996-05-04,RBNY,3.0,3.0,TB,RBNY
19,1996.0,Regular Season,Foxboro Stadium,1996-05-04,NE,1.0,2.0,SJ,SJ
20,1996.0,Regular Season,Cotton Bowl,1996-05-05,DAL,0.0,0.0,CLB,DAL
21,1996.0,Regular Season,Rose Bowl,1996-05-05,LA,3.0,1.0,DC,LA
22,1996.0,Regular Season,Mile High Stadium,1996-05-05,COL,4.0,0.0,SKC,COL
23,1996.0,Regular Season,Houlihan's Stadium,1996-05-08,TB,2.0,0.0,SKC,TB
24,1996.0,Regular Season,CEFCU Stadium,1996-05-08,SJ,3.0,1.0,COL,SJ
25,1996.0,Regular Season,Ohio Stadium,1996-05-11,CLB,3.0,2.0,NE,CLB
26,1996.0,Regular Season,Arrowhead Stadium,1996-05-11,SKC,2.0,3.0,DAL,DAL
27,1996.0,Regular Season,Mile High Stadium,1996-05-11,COL,1.0,2.0,TB,TB
28,1996.0,Regular Season,CEFCU Stadium,1996-05-12,SJ,1.0,2.0,LA,LA
29,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-05-12,DC,1.0,1.0,RBNY,RBNY
30,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-05-15,DC,5.0,2.0,CLB,DC
31,1996.0,Regular Season,Giants Stadium,1996-05-16,RBNY,3.0,0.0,COL,RBNY
32,1996.0,Regular Season,Cotton Bowl,1996-05-18,DAL,3.0,2.0,DC,DAL
33,1996.0,Regular Season,Houlihan's Stadium,1996-05-18,TB,3.0,2.0,SJ,TB
34,1996.0,Regular Season,Foxboro Stadium,1996-05-19,NE,2.0,0.0,RBNY,NE
35,1996.0,Regular Season,Rose Bowl,1996-05-19,LA,2.0,0.0,SKC,LA
36,1996.0,Regular Season,Ohio Stadium,1996-05-19,CLB,2.0,4.0,COL,COL
37,1996.0,Regular Season,Arrowhead Stadium,1996-05-22,SKC,2.0,1.0,RBNY,SKC
38,1996.0,Regular Season,Cotton Bowl,1996-05-23,DAL,0.0,1.0,TB,TB
39,1996.0,Regular Season,Foxboro Stadium,1996-05-25,NE,2.0,2.0,COL,NE
40,1996.0,Regular Season,Rose Bowl,1996-05-26,LA,3.0,2.0,CLB,LA
41,1996.0,Regular Season,Mile High Stadium,1996-05-29,COL,2.0,0.0,DAL,COL
42,1996.0,Regular Season,CEFCU Stadium,1996-05-29,SJ,2.0,1.0,SKC,SJ
43,1996.0,Regular Season,Giants Stadium,1996-05-30,RBNY,1.0,2.0,DC,DC
44,1996.0,Regular Season,Houlihan's Stadium,1996-06-01,TB,1.0,2.0,LA,LA
45,1996.0,Regular Season,Arrowhead Stadium,1996-06-01,SKC,2.0,1.0,NE,SKC
46,1996.0,Regular Season,CEFCU Stadium,1996-06-01,SJ,2.0,2.0,CLB,SJ
47,1996.0,Regular Season,Mile High Stadium,1996-06-02,COL,2.0,2.0,DC,DC
48,1996.0,Regular Season,Cotton Bowl,1996-06-02,DAL,0.0,1.0,RBNY,RBNY
49,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-06-05,DC,3.0,1.0,SJ,DC
50,1996.0,Regular Season,Arrowhead Stadium,1996-06-05,SKC,1.0,3.0,TB,TB
51,1996.0,Regular Season,Foxboro Stadium,1996-06-06,NE,2.0,2.0,LA,LA
52,1996.0,Regular Season,Cotton Bowl,1996-06-08,DAL,4.0,1.0,SJ,DAL
53,1996.0,Regular Season,Houlihan's Stadium,1996-06-08,TB,2.0,1.0,COL,TB
54,1996.0,Regular Season,Ohio Stadium,1996-06-08,CLB,3.0,3.0,SKC,SKC
55,1996.0,Regular Season,Giants Stadium,1996-06-09,RBNY,0.0,4.0,LA,LA
56,1996.0,Regular Season,Cotton Bowl,1996-06-15,DAL,1.0,1.0,COL,DAL
57,1996.0,Regular Season,Foxboro Stadium,1996-06-15,NE,1.0,1.0,SKC,NE
58,1996.0,Regular Season,Rose Bowl,1996-06-16,LA,2.0,2.0,TB,LA
59,1996.0,Regular Season,Giants Stadium,1996-06-16,RBNY,0.0,1.0,SJ,SJ
60,1996.0,Regular Season,Ohio Stadium,1996-06-19,CLB,2.0,2.0,COL,COL
61,1996.0,Regular Season,Giants Stadium,1996-06-19,RBNY,0.0,0.0,DAL,RBNY
62,1996.0,Regular Season,Arrowhead Stadium,1996-06-20,SKC,5.0,1.0,DC,SKC
63,1996.0,Regular Season,Houlihan's Stadium,1996-06-22,TB,3.0,3.0,CLB,CLB
64,1996.0,Regular Season,Foxboro Stadium,1996-06-23,NE,1.0,4.0,DAL,DAL
65,1996.0,Regular Season,CEFCU Stadium,1996-06-23,SJ,2.0,1.0,DC,SJ
66,1996.0,Regular Season,Rose Bowl,1996-06-26,LA,3.0,1.0,COL,LA
67,1996.0,Regular Season,Giants Stadium,1996-06-26,RBNY,2.0,0.0,SKC,RBNY
68,1996.0,Regular Season,Foxboro Stadium,1996-06-27,NE,1.0,1.0,CLB,CLB
69,1996.0,Regular Season,Cotton Bowl,1996-06-29,DAL,0.0,1.0,SKC,SKC
70,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-06-30,DC,3.0,1.0,NE,DC
71,1996.0,Regular Season,CEFCU Stadium,1996-06-30,SJ,4.0,0.0,TB,SJ
72,1996.0,Regular Season,Ohio Stadium,1996-06-30,CLB,0.0,4.0,RBNY,RBNY
73,1996.0,Regular Season,Mile High Stadium,1996-06-30,COL,2.0,1.0,LA,COL
74,1996.0,Regular Season,Cotton Bowl,1996-07-04,DAL,1.0,1.0,DC,DAL
75,1996.0,Regular Season,Houlihan's Stadium,1996-07-04,TB,4.0,1.0,CLB,TB
76,1996.0,Regular Season,Rose Bowl,1996-07-04,LA,0.0,1.0,NE,NE
77,1996.0,Regular Season,Mile High Stadium,1996-07-04,COL,2.0,1.0,RBNY,COL
78,1996.0,Regular Season,CEFCU Stadium,1996-07-06,SJ,1.0,1.0,NE,NE
79,1996.0,Regular Season,Arrowhead Stadium,1996-07-06,SKC,3.0,1.0,LA,SKC
80,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-07-07,DC,6.0,1.0,DAL,DC
81,1996.0,Regular Season,Mile High Stadium,1996-07-07,COL,2.0,1.0,CLB,COL
82,1996.0,Regular Season,Giants Stadium,1996-07-10,RBNY,3.0,2.0,DAL,RBNY
83,1996.0,Regular Season,Arrowhead Stadium,1996-07-10,SKC,2.0,0.0,COL,SKC
84,1996.0,Regular Season,Ohio Stadium,1996-07-11,CLB,1.0,1.0,NE,NE
85,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-07-12,DC,1.0,0.0,TB,DC
86,1996.0,Regular Season,Cotton Bowl,1996-07-17,DAL,5.0,2.0,LA,DAL
87,1996.0,Regular Season,Mile High Stadium,1996-07-17,COL,1.0,2.0,SJ,SJ
88,1996.0,Regular Season,Houlihan's Stadium,1996-07-18,TB,3.0,2.0,SKC,TB
89,1996.0,Regular Season,Foxboro Stadium,1996-07-20,NE,2.0,0.0,DC,NE
90,1996.0,Regular Season,Ohio Stadium,1996-07-20,CLB,3.0,4.0,SJ,SJ
91,1996.0,Regular Season,Arrowhead Stadium,1996-07-20,SKC,1.0,2.0,DAL,DAL
92,1996.0,Regular Season,Mile High Stadium,1996-07-21,COL,1.0,3.0,TB,TB
93,1996.0,Regular Season,Rose Bowl,1996-07-21,LA,3.0,0.0,RBNY,LA
94,1996.0,Regular Season,Mile High Stadium,1996-07-24,COL,2.0,0.0,NE,COL
95,1996.0,Regular Season,CEFCU Stadium,1996-07-24,SJ,0.0,1.0,RBNY,RBNY
96,1996.0,Regular Season,Ohio Stadium,1996-07-25,CLB,1.0,0.0,TB,CLB
97,1996.0,Regular Season,Arrowhead Stadium,1996-07-27,SKC,4.0,2.0,NE,SKC
98,1996.0,Regular Season,Houlihan's Stadium,1996-07-27,TB,4.0,3.0,LA,TB
99,1996.0,Regular Season,Cotton Bowl,1996-07-27,DAL,3.0,0.0,COL,DAL
100,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-07-28,DC,2.0,0.0,CLB,DC
101,1996.0,Regular Season,Giants Stadium,1996-07-28,RBNY,4.0,1.0,SJ,RBNY
102,1996.0,Regular Season,Foxboro Stadium,1996-07-31,NE,2.0,0.0,SJ,NE
103,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-07-31,DC,2.0,3.0,SKC,SKC
104,1996.0,Regular Season,Ohio Stadium,1996-07-31,CLB,1.0,2.0,DAL,DAL
105,1996.0,Regular Season,Mile High Stadium,1996-08-01,COL,2.0,2.0,LA,LA
106,1996.0,Regular Season,Houlihan's Stadium,1996-08-03,TB,3.0,1.0,COL,TB
107,1996.0,Regular Season,Foxboro Stadium,1996-08-03,NE,1.0,1.0,RBNY,NE
108,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-08-04,DC,2.0,4.0,SKC,SKC
109,1996.0,Regular Season,Rose Bowl,1996-08-04,LA,1.0,1.0,CLB,CLB
110,1996.0,Regular Season,Houlihan's Stadium,1996-08-07,TB,1.0,3.0,DC,DC
111,1996.0,Regular Season,Mile High Stadium,1996-08-07,COL,4.0,2.0,SKC,COL
112,1996.0,Regular Season,Rose Bowl,1996-08-08,LA,1.0,0.0,NE,LA
113,1996.0,Regular Season,Cotton Bowl,1996-08-10,DAL,2.0,1.0,TB,DAL
114,1996.0,Regular Season,Ohio Stadium,1996-08-10,CLB,3.0,2.0,DC,CLB
115,1996.0,Regular Season,Arrowhead Stadium,1996-08-11,SKC,2.0,2.0,LA,SKC
116,1996.0,Regular Season,CEFCU Stadium,1996-08-11,SJ,6.0,1.0,NE,SJ
117,1996.0,Regular Season,Mile High Stadium,1996-08-11,COL,0.0,2.0,RBNY,RBNY
118,1996.0,Regular Season,Giants Stadium,1996-08-14,RBNY,4.0,0.0,NE,RBNY
119,1996.0,Regular Season,Cotton Bowl,1996-08-14,DAL,2.0,2.0,CLB,CLB
120,1996.0,Regular Season,Arrowhead Stadium,1996-08-15,SKC,4.0,1.0,SJ,SKC
121,1996.0,Regular Season,Foxboro Stadium,1996-08-16,NE,2.0,0.0,COL,NE
122,1996.0,Regular Season,Houlihan's Stadium,1996-08-17,TB,3.0,1.0,RBNY,TB
123,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-08-18,DC,2.0,1.0,LA,DC
124,1996.0,Regular Season,Ohio Stadium,1996-08-18,CLB,2.0,0.0,SJ,CLB
125,1996.0,Regular Season,Foxboro Stadium,1996-08-21,NE,4.0,2.0,TB,NE
126,1996.0,Regular Season,Rose Bowl,1996-08-21,LA,1.0,1.0,SKC,SKC
127,1996.0,Regular Season,Giants Stadium,1996-08-21,RBNY,2.0,3.0,DC,DC
128,1996.0,Regular Season,CEFCU Stadium,1996-08-22,SJ,0.0,0.0,DAL,SJ
129,1996.0,Regular Season,Ohio Stadium,1996-08-24,CLB,2.0,1.0,SKC,CLB
130,1996.0,Regular Season,Rose Bowl,1996-08-25,LA,2.0,3.0,DAL,DAL
131,1996.0,Regular Season,CEFCU Stadium,1996-08-25,SJ,1.0,0.0,COL,SJ
132,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-08-25,DC,3.0,0.0,TB,DC
133,1996.0,Regular Season,Ohio Stadium,1996-08-28,CLB,2.0,0.0,LA,CLB
134,1996.0,Regular Season,Mile High Stadium,1996-08-29,COL,1.0,2.0,DC,DC
135,1996.0,Regular Season,Houlihan's Stadium,1996-08-31,TB,3.0,1.0,NE,TB
136,1996.0,Regular Season,CEFCU Stadium,1996-09-01,SJ,1.0,1.0,LA,LA
137,1996.0,Regular Season,Arrowhead Stadium,1996-09-01,SKC,2.0,2.0,RBNY,SKC
138,1996.0,Regular Season,Foxboro Stadium,1996-09-04,NE,2.0,1.0,DAL,NE
139,1996.0,Regular Season,Giants Stadium,1996-09-04,RBNY,0.0,2.0,TB,TB
140,1996.0,Regular Season,Rose Bowl,1996-09-05,LA,0.0,0.0,COL,COL
141,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-09-06,DC,1.0,2.0,RBNY,RBNY
142,1996.0,Regular Season,Cotton Bowl,1996-09-07,DAL,0.0,2.0,NE,NE
143,1996.0,Regular Season,Arrowhead Stadium,1996-09-07,SKC,1.0,5.0,CLB,CLB
144,1996.0,Regular Season,Mile High Stadium,1996-09-08,COL,1.0,3.0,SJ,SJ
145,1996.0,Regular Season,Giants Stadium,1996-09-10,RBNY,3.0,1.0,LA,RBNY
146,1996.0,Regular Season,CEFCU Stadium,1996-09-11,SJ,2.0,2.0,DAL,DAL
147,1996.0,Regular Season,Foxboro Stadium,1996-09-12,NE,1.0,2.0,TB,TB
148,1996.0,Regular Season,Houlihan's Stadium,1996-09-14,TB,2.0,0.0,DC,TB
149,1996.0,Regular Season,Ohio Stadium,1996-09-15,CLB,2.0,0.0,RBNY,CLB
150,1996.0,Regular Season,Rose Bowl,1996-09-15,LA,4.0,2.0,SJ,LA
151,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-09-17,DC,3.0,2.0,NE,DC
152,1996.0,Regular Season,Giants Stadium,1996-09-18,RBNY,1.0,0.0,CLB,RBNY
153,1996.0,Regular Season,CEFCU Stadium,1996-09-18,SJ,1.0,1.0,TB,TB
154,1996.0,Regular Season,Cotton Bowl,1996-09-19,DAL,1.0,2.0,LA,LA
155,1996.0,Regular Season,Foxboro Stadium,1996-09-21,NE,0.0,1.0,CLB,CLB
156,1996.0,Regular Season,Arrowhead Stadium,1996-09-21,SKC,0.0,0.0,SJ,SJ
157,1996.0,Regular Season,Houlihan's Stadium,1996-09-21,TB,4.0,1.0,RBNY,TB
158,1996.0,Regular Season,Robert F. Kennedy Memorial Stadium,1996-09-21,DC,3.0,1.0,COL,DC
159,1996.0,Regular Season,Rose Bowl,1996-09-22,LA,2.0,1.0,DAL,LA
160,1996.0,Conference Semifinals,Giants Stadium,1996-09-24,RBNY,2.0,2.0,DC,RBNY
161,1996.0,Conference Semifinals,Ohio Stadium,1996-09-25,CLB,0.0,2.0,TB,TB
162,1996.0,Conference Semifinals,Arrowhead Stadium,1996-09-26,SKC,3.0,2.0,DAL,SKC
163,1996.0,Conference Semifinals,CEFCU Stadium,1996-09-26,SJ,1.0,0.0,LA,SJ
164,1996.0,Conference Semifinals,Robert F. Kennedy Memorial Stadium,1996-09-27,DC,1.0,0.0,RBNY,DC
165,1996.0,Conference Semifinals,Houlihan's Stadium,1996-09-28,TB,1.0,2.0,CLB,CLB
166,1996.0,Conference Semifinals,Rose Bowl,1996-09-29,LA,2.0,0.0,SJ,LA
167,1996.0,Conference Semifinals,Cotton Bowl,1996-09-29,DAL,2.0,1.0,SKC,DAL
168,1996.0,Conference Semifinals,Cotton Bowl,1996-10-02,DAL,2.0,2.0,SKC,SKC
169,1996.0,Conference Semifinals,Houlihan's Stadium,1996-10-02,TB,4.0,1.0,CLB,TB
170,1996.0,Conference Semifinals,Robert F. Kennedy Memorial Stadium,1996-10-02,DC,2.0,1.0,RBNY,DC
171,1996.0,Conference Semifinals,Rose Bowl,1996-10-02,LA,2.0,0.0,SJ,LA
172,1996.0,Conference Finals,Rose Bowl,1996-10-10,LA,2.0,1.0,SKC,LA
173,1996.0,Conference Finals,Robert F. Kennedy Memorial Stadium,1996-10-10,DC,4.0,1.0,TB,DC
174,1996.0,Conference Finals,Houlihan's Stadium,1996-10-12,TB,1.0,2.0,DC,DC
175,1996.0,Conference Finals,Arrowhead Stadium,1996-10-13,SKC,1.0,1.0,LA,LA
176,1996.0,MLS Cup '96,Foxboro Stadium (Neutral Site),1996-10-20,LA,2.0,3.0,DC,DC
177,1997.0,Regular Season,CEFCU Stadium,1997-03-22,SJ,0.0,0.0,RBNY,SJ
178,1997.0,Regular Season,Cotton Bowl,1997-03-29,DAL,0.0,1.0,NE,NE
179,1997.0,Regular Season,Rose Bowl,1997-03-29,LA,0.0,0.0,DC,DC
180,1997.0,Regular Season,Ohio Stadium,1997-03-29,CLB,1.0,1.0,COL,CLB
181,1997.0,Regular Season,Arrowhead Stadium,1997-03-29,SKC,2.0,2.0,SJ,SKC
182,1997.0,Regular Season,Houlihan's Stadium,1997-03-29,TB,2.0,1.0,RBNY,TB
183,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-04-05,DC,2.0,1.0,RBNY,DC
184,1997.0,Regular Season,Mile High Stadium,1997-04-05,COL,2.0,0.0,CLB,COL
185,1997.0,Regular Season,Arrowhead Stadium,1997-04-05,SKC,3.0,2.0,LA,SKC
186,1997.0,Regular Season,Cotton Bowl,1997-04-05,DAL,2.0,1.0,SJ,DAL
187,1997.0,Regular Season,Houlihan's Stadium,1997-04-06,TB,4.0,0.0,NE,TB
188,1997.0,Regular Season,CEFCU Stadium,1997-04-12,SJ,4.0,1.0,LA,SJ
189,1997.0,Regular Season,Giants Stadium,1997-04-12,RBNY,3.0,1.0,NE,RBNY
190,1997.0,Regular Season,Houlihan's Stadium,1997-04-12,TB,2.0,1.0,SKC,TB
191,1997.0,Regular Season,Mile High Stadium,1997-04-12,COL,2.0,5.0,DC,DC
192,1997.0,Regular Season,Ohio Stadium,1997-04-13,CLB,2.0,1.0,DAL,CLB
193,1997.0,Regular Season,Rose Bowl,1997-04-18,LA,2.0,1.0,COL,LA
194,1997.0,Regular Season,Arrowhead Stadium,1997-04-18,SKC,2.0,1.0,DAL,SKC
195,1997.0,Regular Season,Giants Stadium,1997-04-19,RBNY,1.0,2.0,DC,DC
196,1997.0,Regular Season,Ohio Stadium,1997-04-19,CLB,1.0,1.0,SJ,CLB
197,1997.0,Regular Season,Foxboro Stadium,1997-04-20,NE,2.0,1.0,TB,NE
198,1997.0,Regular Season,Cotton Bowl,1997-04-20,DAL,4.0,1.0,COL,DAL
199,1997.0,Regular Season,Mile High Stadium,1997-04-23,COL,1.0,0.0,DAL,COL
200,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-04-26,DC,2.0,2.0,SJ,SJ
201,1997.0,Regular Season,Foxboro Stadium,1997-04-26,NE,1.0,1.0,COL,NE
202,1997.0,Regular Season,Giants Stadium,1997-04-26,RBNY,2.0,1.0,CLB,RBNY
203,1997.0,Regular Season,Rose Bowl,1997-04-26,LA,1.0,1.0,DAL,DAL
204,1997.0,Regular Season,Arrowhead Stadium,1997-04-27,SKC,2.0,2.0,TB,TB
205,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-05-02,DC,2.0,0.0,LA,DC
206,1997.0,Regular Season,Foxboro Stadium,1997-05-03,NE,2.0,1.0,SKC,NE
207,1997.0,Regular Season,CEFCU Stadium,1997-05-03,SJ,1.0,3.0,CLB,CLB
208,1997.0,Regular Season,Mile High Stadium,1997-05-03,COL,2.0,0.0,TB,COL
209,1997.0,Regular Season,Cotton Bowl,1997-05-04,DAL,2.0,2.0,DC,DAL
210,1997.0,Regular Season,Giants Stadium,1997-05-04,RBNY,0.0,0.0,LA,RBNY
211,1997.0,Regular Season,Giants Stadium,1997-05-09,RBNY,0.0,1.0,SJ,SJ
212,1997.0,Regular Season,Foxboro Stadium,1997-05-09,NE,0.0,2.0,CLB,CLB
213,1997.0,Regular Season,Houlihan's Stadium,1997-05-10,TB,2.0,1.0,COL,TB
214,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-05-10,DC,2.0,2.0,DAL,DAL
215,1997.0,Regular Season,Arrowhead Stadium,1997-05-10,SKC,1.0,0.0,LA,SKC
216,1997.0,Regular Season,Ohio Stadium,1997-05-11,CLB,3.0,0.0,RBNY,CLB
217,1997.0,Regular Season,CEFCU Stadium,1997-05-16,SJ,1.0,1.0,NE,NE
218,1997.0,Regular Season,Mile High Stadium,1997-05-17,COL,1.0,1.0,CLB,COL
219,1997.0,Regular Season,Cotton Bowl,1997-05-17,DAL,2.0,0.0,TB,DAL
220,1997.0,Regular Season,Foxboro Stadium,1997-05-18,NE,0.0,0.0,DC,DC
221,1997.0,Regular Season,Rose Bowl,1997-05-18,LA,1.0,1.0,SJ,LA
222,1997.0,Regular Season,Giants Stadium,1997-05-18,RBNY,1.0,0.0,SKC,RBNY
223,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-05-22,DC,3.0,1.0,SJ,DC
224,1997.0,Regular Season,Arrowhead Stadium,1997-05-22,SKC,3.0,1.0,CLB,SKC
225,1997.0,Regular Season,Houlihan's Stadium,1997-05-23,TB,1.0,3.0,DAL,DAL
226,1997.0,Regular Season,Mile High Stadium,1997-05-24,COL,1.0,2.0,NE,NE
227,1997.0,Regular Season,Rose Bowl,1997-05-25,LA,1.0,0.0,CLB,LA
228,1997.0,Regular Season,Giants Stadium,1997-05-25,RBNY,3.0,2.0,TB,RBNY
229,1997.0,Regular Season,Ohio Stadium,1997-05-29,CLB,2.0,3.0,DC,DC
230,1997.0,Regular Season,Rose Bowl,1997-05-30,LA,1.0,3.0,SKC,SKC
231,1997.0,Regular Season,Foxboro Stadium,1997-05-30,NE,3.0,1.0,RBNY,NE
232,1997.0,Regular Season,Foxboro Stadium,1997-06-01,NE,3.0,1.0,DAL,NE
233,1997.0,Regular Season,CEFCU Stadium,1997-06-01,SJ,2.0,3.0,DC,DC
234,1997.0,Regular Season,Mile High Stadium,1997-06-01,COL,2.0,0.0,TB,COL
235,1997.0,Regular Season,Cotton Bowl,1997-06-06,DAL,1.0,1.0,SKC,SKC
236,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-06-07,DC,5.0,0.0,COL,DC
237,1997.0,Regular Season,Houlihan's Stadium,1997-06-07,TB,3.0,1.0,CLB,TB
238,1997.0,Regular Season,CEFCU Stadium,1997-06-08,SJ,2.0,3.0,SKC,SKC
239,1997.0,Regular Season,Foxboro Stadium,1997-06-08,NE,0.0,0.0,LA,NE
240,1997.0,Regular Season,Giants Stadium,1997-06-13,RBNY,1.0,3.0,COL,COL
241,1997.0,Regular Season,Foxboro Stadium,1997-06-14,NE,0.0,1.0,DC,DC
242,1997.0,Regular Season,Rose Bowl,1997-06-15,LA,4.0,1.0,TB,LA
243,1997.0,Regular Season,Arrowhead Stadium,1997-06-15,SKC,1.0,3.0,SJ,SJ
244,1997.0,Regular Season,Cotton Bowl,1997-06-15,DAL,3.0,1.0,RBNY,DAL
245,1997.0,Regular Season,Ohio Stadium,1997-06-15,CLB,0.0,2.0,COL,COL
246,1997.0,Regular Season,Arrowhead Stadium,1997-06-21,SKC,6.0,1.0,DC,SKC
247,1997.0,Regular Season,Houlihan's Stadium,1997-06-21,TB,3.0,1.0,SJ,TB
248,1997.0,Regular Season,Ohio Stadium,1997-06-21,CLB,2.0,1.0,RBNY,CLB
249,1997.0,Regular Season,Mile High Stadium,1997-06-21,COL,2.0,1.0,LA,COL
250,1997.0,Regular Season,Foxboro Stadium,1997-06-22,NE,2.0,2.0,DAL,NE
251,1997.0,Regular Season,Arrowhead Stadium,1997-06-25,SKC,2.0,2.0,TB,SKC
252,1997.0,Regular Season,Mile High Stadium,1997-06-28,COL,3.0,3.0,SKC,SKC
253,1997.0,Regular Season,Houlihan's Stadium,1997-06-28,TB,3.0,2.0,LA,TB
254,1997.0,Regular Season,CEFCU Stadium,1997-06-28,SJ,3.0,1.0,DAL,SJ
255,1997.0,Regular Season,Rose Bowl,1997-07-04,LA,2.0,0.0,NE,LA
256,1997.0,Regular Season,Houlihan's Stadium,1997-07-04,TB,1.0,0.0,RBNY,TB
257,1997.0,Regular Season,Ohio Stadium,1997-07-04,CLB,1.0,2.0,SKC,SKC
258,1997.0,Regular Season,Mile High Stadium,1997-07-04,COL,3.0,1.0,SJ,COL
259,1997.0,Regular Season,Cotton Bowl,1997-07-04,DAL,2.0,3.0,DC,DC
260,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-06,DC,3.0,2.0,TB,DC
261,1997.0,Regular Season,Arrowhead Stadium,1997-07-06,SKC,1.0,3.0,DAL,DAL
262,1997.0,Regular Season,CEFCU Stadium,1997-07-06,SJ,3.0,2.0,NE,SJ
263,1997.0,Regular Season,Rose Bowl,1997-07-12,LA,3.0,1.0,DC,LA
264,1997.0,Regular Season,Foxboro Stadium,1997-07-12,NE,2.0,0.0,SKC,NE
265,1997.0,Regular Season,CEFCU Stadium,1997-07-13,SJ,2.0,2.0,TB,TB
266,1997.0,Regular Season,Ohio Stadium,1997-07-13,CLB,1.0,2.0,DAL,DAL
267,1997.0,Regular Season,Giants Stadium,1997-07-13,RBNY,4.0,1.0,COL,RBNY
268,1997.0,Regular Season,Foxboro Stadium,1997-07-18,NE,4.0,2.0,TB,NE
269,1997.0,Regular Season,Cotton Bowl,1997-07-18,DAL,3.0,1.0,SJ,DAL
270,1997.0,Regular Season,Arrowhead Stadium,1997-07-19,SKC,3.0,2.0,DC,SKC
271,1997.0,Regular Season,Giants Stadium,1997-07-20,RBNY,0.0,4.0,LA,LA
272,1997.0,Regular Season,Mile High Stadium,1997-07-20,COL,2.0,4.0,DAL,DAL
273,1997.0,Regular Season,Ohio Stadium,1997-07-20,CLB,1.0,0.0,NE,CLB
274,1997.0,Regular Season,Houlihan's Stadium,1997-07-20,TB,3.0,1.0,SJ,TB
275,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-25,DC,1.0,1.0,CLB,DC
276,1997.0,Regular Season,Cotton Bowl,1997-07-25,DAL,0.0,3.0,LA,LA
277,1997.0,Regular Season,CEFCU Stadium,1997-07-25,SJ,1.0,2.0,COL,COL
278,1997.0,Regular Season,Arrowhead Stadium,1997-07-26,SKC,0.0,0.0,NE,SKC
279,1997.0,Regular Season,Mile High Stadium,1997-07-27,COL,1.0,2.0,LA,LA
280,1997.0,Regular Season,Ohio Stadium,1997-07-27,CLB,0.0,0.0,TB,TB
281,1997.0,Regular Season,Giants Stadium,1997-07-27,RBNY,2.0,1.0,DC,RBNY
282,1997.0,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-30,DC,4.0,2.0,CLB,DC
